label,accession,location,country,zone,Date,host,Clade,Authors,Institute
PP852998|MPXV|TRM301|Nigeria|Bayelsa|2022-09-26,PP852998,Bayelsa,Nigeria,SouthSouth,26/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852999|MPXV|TRM302|Nigeria|Imo|2022-10-14,PP852999,Imo,Nigeria,SouthEast,14/10/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853000|MPXV|TRM303|Nigeria|Imo|2022-10-24,PP853000,Imo,Nigeria,SouthEast,24/10/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853001|MPXV|TRM307|Nigeria|FCT|2022-09-26,PP853001,FCT,Nigeria,NorthCentral,26/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853002|MPXV|TRM308|Nigeria|FCT|2022-10-02,PP853002,FCT,Nigeria,NorthCentral,02/10/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853003|MPXV|TRM310|Nigeria|Ogun|2022-09-30,PP853003,Ogun,Nigeria,SouthWest,30/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853004|MPXV|TRM312|Nigeria|Gombe|2022-10-08,PP853004,Gombe,Nigeria,NorthEast,08/10/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853005|MPXV|TRM313|Nigeria|Imo|2022-10-24,PP853005,Imo,Nigeria,SouthEast,24/10/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853006|MPXV|TRM316|Nigeria|Bayelsa|2022-09-19,PP853006,Bayelsa,Nigeria,SouthSouth,19/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853007|MPXV|TRM317|Nigeria|Imo|2022-09-17,PP853007,Imo,Nigeria,SouthEast,17/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853008|MPXV|TRM318|Nigeria|Lagos|2022-09-22,PP853008,Lagos,Nigeria,SouthWest,22/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853009|MPXV|TRM320|Nigeria|Rivers|2022-10-03,PP853009,Rivers,Nigeria,SouthSouth,03/10/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853010|MPXV|TRM321|Nigeria|Ondo|2022-10-05,PP853010,Ondo,Nigeria,SouthWest,05/10/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853011|MPXV|TRM323|Nigeria|Ogun|2022-10-26,PP853011,Ogun,Nigeria,SouthWest,26/10/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853012|MPXV|TRM326|Nigeria|Rivers|2022-09-27,PP853012,Rivers,Nigeria,SouthWest,27/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853013|MPXV|TRM328|Nigeria|Lagos|2022-09-16,PP853013,Lagos,Nigeria,SouthWest,16/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853014|MPXV|TRM331|Nigeria|Rivers|2022-10-06,PP853014,Rivers,Nigeria,SouthSouth,06/10/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853015|MPXV|TRM334|Nigeria|Kano|2022-11-02,PP853015,Kano,Nigeria,NorthWest,02/11/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853016|MPXV|TRM338|Nigeria|Lagos|2022-09-23,PP853016,Lagos,Nigeria,SouthWest,23/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853017|MPXV|TRM344|Nigeria|Edo|2022-10-26,PP853017,Edo,Nigeria,SouthSouth,26/10/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853018|MPXV|TRM346|Nigeria|Lagos|2022-09-20,PP853018,Lagos,Nigeria,SouthWest,20/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853019|MPXV|TRM351|Nigeria|Rivers|2022-10-12,PP853019,Rivers,Nigeria,SouthSouth,12/10/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853020|MPXV|TRM353|Nigeria|Plateau|2022-10-24,PP853020,Plateau,Nigeria,NorthCentral,24/10/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP853021|MPXV|TRM359|Nigeria|Anambra|2022-09-27,PP853021,Anambra,Nigeria,SouthEast,27/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
